N,P,K,temperature,humidity,ph,rainfall,soil_type,season,district,irrigation,label
41,33,23,32.82,48.41,6.48,384.52,Alluvial Soil,Kharif,Amreli,Low,Sesame
28,46,23,21.12,43.74,6.1,168.71,Clay Soil,Rabi,Vadodara,Low,Gram
54,44,25,19.79,49.38,6.24,152.0,Alluvial Soil,Rabi,Jamnagar,Low,Mustard
38,42,38,29.56,72.77,5.86,588.71,Sandy Soil,Kharif,Bhavnagar,Medium,Groundnut
120,62,46,33.3,67.15,7.18,735.67,Black Soil,Kharif,Bhavnagar,Medium,Cotton
32,45,25,29.11,74.68,6.66,593.94,Sandy Soil,Kharif,Jamnagar,Medium,Groundnut
46,33,27,30.36,56.45,6.28,476.46,Alluvial Soil,Kharif,Banaskantha,Low,Castor
42,25,27,30.89,59.05,6.8,548.27,Sandy Soil,Kharif,Rajkot,Low,Castor
95,49,53,20.98,47.66,5.85,205.19,Alluvial Soil,Rabi,Mehsana,Medium,Wheat
89,46,51,20.21,48.0,6.02,222.37,Loamy Soil,Rabi,Banaskantha,Medium,Wheat
40,41,35,27.92,70.32,6.04,576.14,Sandy Soil,Kharif,Rajkot,Medium,Groundnut
39,37,21,22.53,37.49,7.24,145.09,Loamy Soil,Rabi,Banaskantha,Low,Cumin
104,52,40,33.33,63.35,5.72,771.46,Alluvial Soil,Kharif,Junagadh,High,Cotton
101,54,48,31.9,61.02,7.23,920.48,Black Soil,Kharif,Junagadh,Medium,Cotton
67,39,42,21.22,52.04,6.32,155.1,Loamy Soil,Rabi,Ahmedabad,Low,Mustard
39,37,32,21.57,35.68,5.61,116.72,Loamy Soil,Rabi,Mehsana,Low,Cumin
31,28,30,23.8,36.09,6.41,87.25,Loamy Soil,Rabi,Kutch,Low,Cumin
24,38,31,28.76,73.72,6.74,630.83,Black Soil,Kharif,Junagadh,Medium,Groundnut
31,42,25,24.67,41.92,6.89,97.93,Sandy Soil,Rabi,Mehsana,Low,Cumin
29,27,22,27.28,51.85,6.99,430.16,Loamy Soil,Kharif,Amreli,Low,Sesame
33,31,27,24.88,32.29,6.6,121.3,Loamy Soil,Rabi,Jamnagar,Low,Cumin
59,32,34,16.52,51.71,6.32,216.48,Alluvial Soil,Rabi,Kutch,Low,Mustard
51,36,40,30.92,33.24,6.37,317.95,Sandy Soil,Kharif,Mehsana,Low,Bajra
103,40,49,20.28,47.4,6.0,175.85,Clay Soil,Rabi,Banaskantha,Medium,Wheat
47,36,39,18.49,55.53,5.89,184.72,Alluvial Soil,Rabi,Ahmedabad,Low,Mustard
56,32,26,33.87,43.64,7.63,285.09,Sandy Soil,Kharif,Mehsana,Low,Bajra
37,42,36,28.68,72.03,7.2,639.39,Loamy Soil,Kharif,Amreli,Medium,Groundnut
36,45,34,19.95,38.24,6.37,162.41,Loamy Soil,Rabi,Ahmedabad,Low,Gram
29,19,19,30.04,50.14,6.76,457.19,Alluvial Soil,Kharif,Bhavnagar,Low,Sesame
28,32,26,32.04,44.45,6.42,429.01,Alluvial Soil,Kharif,Junagadh,Low,Sesame
33,25,21,31.69,54.57,6.98,431.42,Loamy Soil,Kharif,Bhavnagar,Low,Sesame
88,45,44,24.07,65.67,7.41,816.25,Red Soil,Kharif,Ahmedabad,High,Maize
32,59,38,23.15,40.15,7.4,245.38,Loamy Soil,Rabi,Rajkot,Low,Gram
54,39,34,32.67,37.64,6.24,299.17,Loamy Soil,Kharif,Banaskantha,Low,Bajra
28,47,26,20.27,37.15,7.67,174.34,Loamy Soil,Rabi,Junagadh,Low,Gram
54,34,40,32.15,32.22,6.66,325.04,Loamy Soil,Kharif,Kutch,Low,Bajra
82,47,36,16.87,49.08,6.74,204.56,Alluvial Soil,Rabi,Mehsana,Medium,Wheat
43,45,34,26.92,76.39,7.0,582.75,Sandy Soil,Kharif,Junagadh,Medium,Groundnut
43,32,27,32.48,53.22,6.3,382.59,Loamy Soil,Kharif,Rajkot,Low,Castor
76,57,40,26.83,69.46,5.61,967.25,Red Soil,Kharif,Ahmedabad,High,Maize
24,33,31,31.36,47.58,7.11,390.6,Alluvial Soil,Kharif,Junagadh,Low,Sesame
81,44,49,27.08,73.62,7.02,835.47,Alluvial Soil,Kharif,Vadodara,High,Maize
31,24,25,30.85,53.33,7.02,426.06,Sandy Soil,Kharif,Amreli,Low,Sesame
30,49,36,19.09,47.62,6.15,153.57,Clay Soil,Rabi,Ahmedabad,Low,Gram
70,51,46,26.87,76.38,5.96,819.44,Loamy Soil,Kharif,Ahmedabad,High,Maize
95,49,42,19.15,46.08,5.83,192.68,Alluvial Soil,Rabi,Ahmedabad,Medium,Wheat
37,56,36,19.62,41.0,6.21,217.51,Black Soil,Rabi,Vadodara,Low,Gram
65,41,28,19.27,54.43,6.44,150.19,Alluvial Soil,Rabi,Banaskantha,Low,Mustard
26,50,36,22.7,42.57,5.89,151.96,Clay Soil,Rabi,Jamnagar,Low,Gram
50,23,32,33.2,37.67,6.49,277.6,Loamy Soil,Kharif,Jamnagar,Low,Bajra
90,50,49,32.46,62.01,6.26,871.62,Alluvial Soil,Kharif,Bhavnagar,High,Cotton
29,24,19,31.9,50.01,7.0,384.99,Sandy Soil,Kharif,Kutch,Low,Sesame
103,49,47,19.73,48.3,7.09,240.79,Alluvial Soil,Rabi,Anand,Medium,Wheat
90,57,53,29.54,61.9,5.75,756.67,Black Soil,Kharif,Junagadh,High,Cotton
32,58,43,19.11,43.31,6.27,181.3,Clay Soil,Rabi,Vadodara,Low,Gram
44,52,32,28.84,70.8,6.65,716.48,Black Soil,Kharif,Amreli,Medium,Groundnut
34,41,29,23.33,32.54,6.33,147.72,Alluvial Soil,Rabi,Kutch,Low,Cumin
46,31,26,29.45,58.52,7.16,471.32,Loamy Soil,Kharif,Banaskantha,Low,Castor
33,33,30,22.81,34.59,6.63,106.35,Sandy Soil,Rabi,Jamnagar,Low,Cumin
40,62,25,24.58,44.11,6.13,165.94,Clay Soil,Rabi,Junagadh,Low,Gram
60,31,30,27.07,52.41,6.09,394.8,Sandy Soil,Kharif,Anand,Low,Castor
32,34,25,34.28,45.61,6.35,389.86,Sandy Soil,Kharif,Amreli,Low,Sesame
100,56,37,32.72,62.79,6.79,749.12,Black Soil,Kharif,Amreli,Medium,Cotton
28,41,31,23.42,45.41,6.26,195.76,Black Soil,Rabi,Rajkot,Low,Gram
29,31,28,32.73,47.42,6.63,468.11,Alluvial Soil,Kharif,Amreli,Low,Sesame
93,41,40,20.22,48.04,6.11,152.05,Loamy Soil,Rabi,Rajkot,Medium,Wheat
93,39,36,18.62,48.49,6.14,188.17,Loamy Soil,Rabi,Mehsana,Medium,Wheat
42,52,34,30.46,73.85,7.03,633.82,Black Soil,Kharif,Amreli,Medium,Groundnut
52,34,31,32.48,56.18,6.84,422.92,Alluvial Soil,Kharif,Mehsana,Low,Castor
29,34,33,27.2,38.5,6.68,120.96,Alluvial Soil,Rabi,Banaskantha,Low,Cumin
43,49,37,30.68,73.11,6.64,573.84,Black Soil,Kharif,Rajkot,Medium,Groundnut
32,49,40,22.28,41.77,6.84,211.9,Black Soil,Rabi,Ahmedabad,Low,Gram
42,32,31,29.79,47.35,5.92,367.42,Sandy Soil,Kharif,Amreli,Low,Sesame
94,46,43,20.77,46.94,6.17,151.07,Clay Soil,Rabi,Banaskantha,Medium,Wheat
106,53,42,19.22,46.47,6.16,138.62,Loamy Soil,Rabi,Ahmedabad,Medium,Wheat
92,54,35,27.52,67.77,5.8,872.41,Red Soil,Kharif,Vadodara,High,Maize
79,44,43,23.67,50.12,6.52,196.27,Black Soil,Rabi,Banaskantha,Medium,Wheat
60,27,30,34.66,42.9,7.6,221.29,Sandy Soil,Kharif,Ahmedabad,Low,Bajra
60,33,35,34.81,36.66,6.44,256.05,Sandy Soil,Kharif,Jamnagar,Low,Bajra
37,30,23,32.8,47.88,7.1,365.58,Sandy Soil,Kharif,Rajkot,Low,Sesame
94,48,47,19.65,49.24,5.29,203.7,Alluvial Soil,Rabi,Rajkot,Medium,Wheat
89,48,36,21.16,44.65,6.35,241.46,Black Soil,Rabi,Anand,Medium,Wheat
32,39,35,26.29,71.67,6.73,646.69,Sandy Soil,Kharif,Jamnagar,Medium,Groundnut
34,57,39,20.59,45.11,7.26,117.5,Loamy Soil,Rabi,Jamnagar,Low,Gram
41,27,21,30.04,42.94,7.31,360.45,Loamy Soil,Kharif,Bhavnagar,Low,Sesame
39,32,32,24.61,37.96,6.24,130.45,Sandy Soil,Rabi,Kutch,Low,Cumin
36,43,36,26.45,71.61,6.98,635.01,Sandy Soil,Kharif,Bhavnagar,Medium,Groundnut
91,54,43,33.15,65.5,6.65,747.83,Alluvial Soil,Kharif,Jamnagar,High,Cotton
47,40,28,29.75,74.12,6.54,673.67,Black Soil,Kharif,Jamnagar,Medium,Groundnut
33,26,26,29.95,49.98,7.27,438.12,Sandy Soil,Kharif,Kutch,Low,Sesame
40,44,36,33.01,37.0,6.51,274.31,Loamy Soil,Kharif,Kutch,Low,Bajra
37,31,26,29.45,48.42,6.33,489.01,Alluvial Soil,Kharif,Bhavnagar,Low,Sesame
49,35,39,35.23,34.67,6.04,233.67,Sandy Soil,Kharif,Mehsana,Low,Bajra
87,41,31,23.1,74.42,6.46,864.5,Red Soil,Kharif,Ahmedabad,High,Maize
67,42,29,20.18,57.1,6.15,139.75,Loamy Soil,Rabi,Banaskantha,Low,Mustard
58,41,42,16.09,49.97,6.46,132.69,Alluvial Soil,Rabi,Kutch,Low,Mustard
31,44,31,22.86,39.74,6.17,141.42,Clay Soil,Rabi,Junagadh,Low,Gram
57,36,33,32.75,36.57,6.16,261.42,Loamy Soil,Kharif,Ahmedabad,Low,Bajra
42,47,38,29.59,71.15,6.45,683.55,Sandy Soil,Kharif,Junagadh,Medium,Groundnut
76,48,41,27.75,72.11,6.22,800.48,Loamy Soil,Kharif,Anand,High,Maize
86,50,45,27.65,72.61,6.73,815.7,Alluvial Soil,Kharif,Vadodara,High,Maize
66,37,39,35.59,42.36,6.24,286.89,Loamy Soil,Kharif,Banaskantha,Low,Bajra
74,48,45,20.67,45.91,6.82,228.13,Black Soil,Rabi,Anand,Medium,Wheat
58,37,29,32.97,39.86,5.52,254.72,Sandy Soil,Kharif,Jamnagar,Low,Bajra
69,40,34,21.28,52.25,7.07,161.98,Alluvial Soil,Rabi,Ahmedabad,Low,Mustard
100,57,49,31.92,59.33,6.1,812.52,Alluvial Soil,Kharif,Jamnagar,Medium,Cotton
98,46,50,31.56,63.27,6.93,801.96,Alluvial Soil,Kharif,Rajkot,High,Cotton
52,37,24,29.18,54.1,6.31,484.4,Alluvial Soil,Kharif,Banaskantha,Low,Castor
56,37,36,20.09,53.82,6.52,156.34,Loamy Soil,Rabi,Kutch,Low,Mustard
33,54,25,22.62,41.13,7.31,183.23,Black Soil,Rabi,Junagadh,Low,Gram
56,35,25,28.94,48.39,7.08,502.55,Loamy Soil,Kharif,Anand,Low,Castor
52,42,32,33.86,40.03,7.77,276.66,Loamy Soil,Kharif,Kutch,Low,Bajra
93,45,38,20.1,52.14,6.52,146.86,Alluvial Soil,Rabi,Banaskantha,Medium,Wheat
45,37,32,31.25,52.36,6.16,471.75,Alluvial Soil,Kharif,Anand,Low,Castor
41,28,30,28.5,49.9,8.08,423.68,Alluvial Soil,Kharif,Bhavnagar,Low,Sesame
38,29,27,30.16,51.6,6.34,392.4,Sandy Soil,Kharif,Amreli,Low,Sesame
94,46,41,24.38,76.69,7.13,912.54,Loamy Soil,Kharif,Banaskantha,High,Maize
85,50,41,26.93,66.5,6.65,985.37,Alluvial Soil,Kharif,Vadodara,High,Maize
25,31,34,21.71,42.57,6.77,126.2,Sandy Soil,Rabi,Rajkot,Low,Cumin
27,38,31,22.38,38.54,5.85,111.24,Loamy Soil,Rabi,Jamnagar,Low,Cumin
47,37,34,17.18,49.41,6.52,162.73,Sandy Soil,Rabi,Jamnagar,Low,Mustard
91,44,47,29.58,66.96,6.04,927.38,Loamy Soil,Kharif,Mehsana,High,Maize
95,54,44,24.19,69.7,6.22,916.82,Red Soil,Kharif,Banaskantha,High,Maize
36,25,19,21.21,38.38,6.47,138.83,Sandy Soil,Rabi,Jamnagar,Low,Cumin
30,46,33,22.34,45.28,6.43,195.69,Loamy Soil,Rabi,Rajkot,Low,Gram
47,41,29,27.54,55.57,6.69,460.24,Alluvial Soil,Kharif,Kutch,Low,Castor
94,42,46,32.05,65.54,7.18,784.24,Alluvial Soil,Kharif,Jamnagar,Medium,Cotton
79,53,43,24.98,63.51,7.44,818.5,Loamy Soil,Kharif,Anand,High,Maize
40,33,25,19.78,31.06,5.62,146.24,Loamy Soil,Rabi,Mehsana,Low,Cumin
121,47,42,31.2,57.92,6.24,749.39,Black Soil,Kharif,Surat,High,Cotton
84,47,47,27.3,68.08,6.74,964.75,Red Soil,Kharif,Vadodara,High,Maize
64,40,33,17.48,51.48,6.8,189.32,Loamy Soil,Rabi,Jamnagar,Low,Mustard
43,38,39,26.97,71.94,6.67,621.73,Sandy Soil,Kharif,Bhavnagar,Medium,Groundnut
51,34,24,29.4,40.2,5.12,266.95,Sandy Soil,Kharif,Ahmedabad,Low,Bajra
25,52,42,20.89,44.9,6.92,182.35,Black Soil,Rabi,Rajkot,Low,Gram
88,45,39,25.97,69.3,7.39,808.21,Alluvial Soil,Kharif,Banaskantha,High,Maize
71,31,30,18.3,52.56,6.86,189.52,Loamy Soil,Rabi,Mehsana,Low,Mustard
63,28,35,30.81,43.06,7.01,195.31,Loamy Soil,Kharif,Ahmedabad,Low,Bajra
48,36,30,31.67,56.23,7.26,419.17,Alluvial Soil,Kharif,Anand,Low,Castor
39,31,24,30.71,49.33,7.11,395.59,Alluvial Soil,Kharif,Bhavnagar,Low,Sesame
51,35,34,28.76,57.97,6.23,504.33,Loamy Soil,Kharif,Banaskantha,Low,Castor
61,35,33,20.27,49.77,7.86,123.77,Loamy Soil,Rabi,Kutch,Low,Mustard
42,28,30,29.63,53.23,5.87,352.49,Alluvial Soil,Kharif,Banaskantha,Low,Castor
125,39,51,31.26,63.05,6.19,739.42,Black Soil,Kharif,Vadodara,High,Cotton
68,47,49,20.17,45.9,5.93,216.48,Black Soil,Rabi,Anand,Medium,Wheat
26,21,29,27.19,53.06,7.17,426.78,Loamy Soil,Kharif,Junagadh,Low,Sesame
22,29,25,23.59,30.16,5.81,124.83,Loamy Soil,Rabi,Banaskantha,Low,Cumin
31,52,37,23.78,42.16,7.14,182.49,Black Soil,Rabi,Junagadh,Low,Gram
43,33,27,35.51,39.88,6.04,308.79,Loamy Soil,Kharif,Banaskantha,Low,Bajra
101,40,45,19.22,48.77,6.07,203.0,Black Soil,Rabi,Ahmedabad,Medium,Wheat
98,42,38,16.98,50.79,6.02,189.15,Alluvial Soil,Rabi,Ahmedabad,Medium,Wheat
38,46,29,24.58,42.66,6.47,144.93,Black Soil,Rabi,Vadodara,Low,Gram
115,51,49,33.11,62.9,6.93,619.5,Black Soil,Kharif,Jamnagar,High,Cotton
44,49,41,20.36,41.57,6.84,158.6,Loamy Soil,Rabi,Jamnagar,Low,Gram
69,46,48,17.47,49.66,6.44,300.0,Loamy Soil,Rabi,Banaskantha,Medium,Wheat
31,43,35,30.44,73.54,7.08,637.73,Loamy Soil,Kharif,Junagadh,Medium,Groundnut
62,30,27,34.92,45.32,6.87,216.37,Loamy Soil,Kharif,Banaskantha,Low,Bajra
47,42,39,16.87,49.31,6.67,213.58,Sandy Soil,Rabi,Ahmedabad,Low,Mustard
57,25,29,26.94,53.62,7.12,368.3,Alluvial Soil,Kharif,Anand,Low,Castor
33,48,26,25.62,42.35,7.67,184.17,Loamy Soil,Rabi,Rajkot,Low,Gram
79,47,38,27.16,67.61,7.0,920.14,Alluvial Soil,Kharif,Banaskantha,High,Maize
54,34,31,34.45,35.68,6.91,238.43,Sandy Soil,Kharif,Ahmedabad,Low,Bajra
113,47,51,31.63,64.47,6.41,743.62,Black Soil,Kharif,Amreli,High,Cotton
77,58,43,25.8,73.68,6.75,781.87,Loamy Soil,Kharif,Vadodara,High,Maize
47,30,28,31.23,36.81,6.4,219.08,Loamy Soil,Kharif,Kutch,Low,Bajra
102,62,35,32.55,72.12,6.64,910.04,Alluvial Soil,Kharif,Jamnagar,High,Cotton
34,20,28,29.64,50.46,6.01,421.55,Sandy Soil,Kharif,Amreli,Low,Sesame
106,47,39,19.01,47.38,6.64,200.73,Alluvial Soil,Rabi,Anand,Medium,Wheat
55,32,27,33.26,36.32,5.6,356.81,Sandy Soil,Kharif,Banaskantha,Low,Bajra
39,24,21,30.9,47.94,6.79,371.8,Sandy Soil,Kharif,Kutch,Low,Sesame
65,36,37,19.19,53.53,6.16,145.37,Sandy Soil,Rabi,Jamnagar,Low,Mustard
55,34,20,29.62,52.95,5.0,442.21,Sandy Soil,Kharif,Rajkot,Low,Castor
89,49,44,25.61,67.99,6.13,862.32,Alluvial Soil,Kharif,Banaskantha,High,Maize
47,36,29,25.62,54.21,6.26,519.05,Loamy Soil,Kharif,Anand,Low,Castor
41,36,29,27.61,73.02,6.3,598.13,Sandy Soil,Kharif,Amreli,Medium,Groundnut
41,45,33,27.97,73.78,6.1,719.97,Black Soil,Kharif,Rajkot,Medium,Groundnut
52,39,24,34.01,45.25,6.84,315.86,Sandy Soil,Kharif,Banaskantha,Low,Bajra
48,45,32,18.14,55.04,6.71,163.8,Sandy Soil,Rabi,Kutch,Low,Mustard
82,44,42,26.1,71.65,6.06,905.99,Alluvial Soil,Kharif,Vadodara,High,Maize
57,43,32,20.69,53.95,6.99,218.33,Alluvial Soil,Rabi,Ahmedabad,Low,Mustard
24,50,36,20.93,42.47,7.04,191.76,Clay Soil,Rabi,Vadodara,Low,Gram
39,32,25,30.56,51.66,6.18,435.01,Sandy Soil,Kharif,Junagadh,Low,Sesame
37,50,28,24.48,41.22,6.89,153.81,Black Soil,Rabi,Jamnagar,Low,Gram
28,54,41,22.19,44.78,6.57,189.28,Black Soil,Rabi,Vadodara,Low,Gram
30,34,17,22.77,28.93,6.15,110.37,Sandy Soil,Rabi,Rajkot,Low,Cumin
28,44,36,28.78,72.64,6.74,648.64,Sandy Soil,Kharif,Jamnagar,Medium,Groundnut
112,49,43,29.37,65.34,7.52,818.49,Alluvial Soil,Kharif,Rajkot,High,Cotton
36,47,34,24.42,42.32,6.5,213.18,Clay Soil,Rabi,Rajkot,Low,Gram
37,43,31,24.5,34.73,6.35,142.58,Alluvial Soil,Rabi,Mehsana,Low,Cumin
54,38,33,32.62,39.52,6.96,303.46,Sandy Soil,Kharif,Mehsana,Low,Bajra
51,40,29,18.82,48.9,7.05,153.81,Alluvial Soil,Rabi,Mehsana,Low,Mustard
86,55,40,28.53,69.83,6.87,908.58,Alluvial Soil,Kharif,Vadodara,High,Maize
34,49,31,24.75,40.22,6.05,113.19,Black Soil,Rabi,Jamnagar,Low,Gram
35,32,20,20.7,34.59,5.56,112.61,Alluvial Soil,Rabi,Banaskantha,Low,Cumin
92,42,50,18.04,47.03,5.8,188.44,Black Soil,Rabi,Ahmedabad,Medium,Wheat
56,37,22,33.45,54.3,5.83,412.08,Sandy Soil,Kharif,Rajkot,Low,Castor
55,46,29,18.53,54.5,6.65,169.74,Sandy Soil,Rabi,Mehsana,Low,Mustard
58,38,28,35.94,40.95,7.1,320.4,Loamy Soil,Kharif,Ahmedabad,Low,Bajra
57,27,31,30.99,42.12,6.88,249.55,Sandy Soil,Kharif,Banaskantha,Low,Bajra
43,40,27,27.9,70.24,6.9,690.73,Black Soil,Kharif,Amreli,Medium,Groundnut
31,20,23,27.51,51.81,6.77,357.51,Loamy Soil,Kharif,Kutch,Low,Sesame
84,42,45,20.27,50.63,6.27,146.27,Alluvial Soil,Rabi,Anand,Medium,Wheat
76,41,43,27.31,76.39,6.96,996.11,Alluvial Soil,Kharif,Mehsana,High,Maize
50,43,35,29.13,71.79,7.16,504.57,Loamy Soil,Kharif,Rajkot,Medium,Groundnut
79,56,44,27.3,67.84,6.52,864.14,Alluvial Soil,Kharif,Ahmedabad,High,Maize
86,52,40,28.55,71.2,6.66,858.39,Red Soil,Kharif,Vadodara,High,Maize
39,21,23,29.71,51.69,6.93,454.31,Sandy Soil,Kharif,Amreli,Low,Sesame
35,41,31,28.22,71.71,7.08,675.4,Black Soil,Kharif,Junagadh,Medium,Groundnut
79,55,46,28.79,65.78,6.76,889.56,Loamy Soil,Kharif,Mehsana,High,Maize
81,48,39,27.67,76.85,6.06,926.26,Red Soil,Kharif,Ahmedabad,High,Maize
38,29,18,19.82,27.6,7.27,128.31,Sandy Soil,Rabi,Jamnagar,Low,Cumin
47,30,26,26.67,54.62,7.11,451.15,Loamy Soil,Kharif,Rajkot,Low,Sesame
48,33,28,30.89,51.19,6.37,351.32,Loamy Soil,Kharif,Rajkot,Low,Castor
59,26,33,18.95,53.05,5.5,164.17,Alluvial Soil,Rabi,Banaskantha,Low,Mustard
29,56,37,23.8,41.82,6.83,212.04,Clay Soil,Rabi,Ahmedabad,Low,Gram
37,28,22,29.74,45.84,5.75,408.48,Loamy Soil,Kharif,Rajkot,Low,Sesame
95,58,51,34.46,66.95,6.32,839.38,Alluvial Soil,Kharif,Vadodara,Medium,Cotton
52,28,28,30.3,54.44,6.04,462.01,Sandy Soil,Kharif,Rajkot,Low,Castor
86,36,39,28.24,72.18,6.02,794.8,Loamy Soil,Kharif,Mehsana,High,Maize
52,39,39,36.2,39.55,5.7,288.53,Loamy Soil,Kharif,Mehsana,Low,Bajra
25,29,27,24.91,34.18,6.42,113.09,Sandy Soil,Rabi,Jamnagar,Low,Cumin
69,49,52,24.34,69.38,7.16,949.94,Loamy Soil,Kharif,Vadodara,High,Maize
100,43,32,32.4,65.46,6.36,792.92,Black Soil,Kharif,Rajkot,Medium,Cotton
36,25,27,24.86,29.63,5.84,147.33,Loamy Soil,Rabi,Rajkot,Low,Cumin
93,51,53,36.0,60.85,6.72,752.83,Black Soil,Kharif,Rajkot,Medium,Cotton
34,31,32,19.35,33.48,7.33,104.24,Alluvial Soil,Rabi,Mehsana,Low,Cumin
89,35,55,21.3,44.29,6.33,192.13,Clay Soil,Rabi,Banaskantha,Medium,Wheat
32,57,30,23.6,45.0,6.3,207.44,Loamy Soil,Rabi,Vadodara,Low,Gram
102,55,49,32.52,60.58,7.02,877.97,Alluvial Soil,Kharif,Surat,High,Cotton
98,56,47,31.71,65.19,6.2,777.12,Alluvial Soil,Kharif,Junagadh,Medium,Cotton
55,42,39,18.64,52.27,6.98,161.11,Loamy Soil,Rabi,Banaskantha,Low,Mustard
54,27,28,29.47,57.75,6.67,499.26,Sandy Soil,Kharif,Kutch,Low,Castor
82,40,53,20.94,42.85,6.12,208.08,Loamy Soil,Rabi,Anand,Medium,Wheat
104,51,51,31.92,60.16,6.54,869.92,Black Soil,Kharif,Jamnagar,Medium,Cotton
57,34,33,18.58,50.21,6.83,136.09,Alluvial Soil,Rabi,Banaskantha,Low,Mustard
105,41,47,18.79,45.96,5.54,219.94,Clay Soil,Rabi,Banaskantha,Medium,Wheat
101,51,44,31.27,64.89,6.23,752.48,Black Soil,Kharif,Junagadh,High,Cotton
45,41,35,36.38,42.71,6.39,359.7,Sandy Soil,Kharif,Mehsana,Low,Bajra
87,53,42,28.35,69.8,6.86,869.57,Alluvial Soil,Kharif,Mehsana,High,Maize
109,47,47,17.04,46.59,6.26,173.8,Loamy Soil,Rabi,Ahmedabad,Medium,Wheat
77,44,41,20.21,46.96,6.23,192.89,Clay Soil,Rabi,Mehsana,Medium,Wheat
35,24,24,30.33,45.09,6.64,379.29,Sandy Soil,Kharif,Amreli,Low,Sesame
89,47,43,25.48,71.25,6.72,769.28,Alluvial Soil,Kharif,Banaskantha,High,Maize
27,31,31,26.13,37.76,6.84,78.42,Loamy Soil,Rabi,Mehsana,Low,Cumin
59,40,37,19.39,53.45,7.06,118.26,Alluvial Soil,Rabi,Jamnagar,Low,Mustard
35,33,26,29.31,46.98,5.92,385.15,Sandy Soil,Kharif,Kutch,Low,Sesame
34,28,24,24.94,40.25,6.86,102.36,Loamy Soil,Rabi,Mehsana,Low,Cumin
66,36,37,17.4,58.0,7.28,223.76,Alluvial Soil,Rabi,Kutch,Low,Mustard
39,43,27,27.8,73.54,6.76,758.52,Black Soil,Kharif,Amreli,Medium,Groundnut
58,44,26,33.73,43.87,6.56,266.86,Loamy Soil,Kharif,Banaskantha,Low,Bajra
99,47,45,19.45,48.36,6.27,227.38,Black Soil,Rabi,Banaskantha,Medium,Wheat
94,40,45,18.14,50.98,5.93,178.2,Black Soil,Rabi,Rajkot,Medium,Wheat
49,35,27,27.9,57.97,6.22,417.07,Sandy Soil,Kharif,Banaskantha,Low,Castor
94,34,42,19.42,45.43,6.15,209.05,Black Soil,Rabi,Banaskantha,Medium,Wheat
102,50,43,32.45,63.18,7.41,715.38,Alluvial Soil,Kharif,Rajkot,High,Cotton
39,42,35,27.47,76.48,7.23,605.42,Sandy Soil,Kharif,Junagadh,Medium,Groundnut
88,50,41,20.38,45.58,6.56,160.15,Loamy Soil,Rabi,Mehsana,Medium,Wheat
109,57,56,31.19,64.23,5.68,773.84,Alluvial Soil,Kharif,Junagadh,High,Cotton
84,46,40,33.33,62.67,6.56,774.62,Black Soil,Kharif,Amreli,High,Cotton
42,52,42,21.42,40.59,6.15,163.44,Loamy Soil,Rabi,Rajkot,Low,Gram
42,39,29,27.17,53.3,5.92,493.08,Alluvial Soil,Kharif,Anand,Low,Castor
52,40,31,31.04,55.92,6.21,398.36,Loamy Soil,Kharif,Banaskantha,Low,Castor
56,39,34,30.93,52.19,6.65,462.56,Alluvial Soil,Kharif,Banaskantha,Low,Castor
20,29,37,24.37,36.06,6.98,109.37,Alluvial Soil,Rabi,Kutch,Low,Cumin
49,31,26,28.67,58.37,6.75,560.9,Loamy Soil,Kharif,Rajkot,Low,Castor
35,56,40,20.84,43.18,6.03,138.75,Black Soil,Rabi,Junagadh,Low,Gram
36,46,32,28.12,71.13,6.24,664.36,Loamy Soil,Kharif,Bhavnagar,Medium,Groundnut
41,31,28,29.86,57.91,6.19,401.67,Loamy Soil,Kharif,Banaskantha,Low,Castor
29,60,23,20.23,44.58,6.88,156.87,Black Soil,Rabi,Junagadh,Low,Gram
34,47,36,28.28,70.5,6.73,629.9,Loamy Soil,Kharif,Bhavnagar,Medium,Groundnut
57,35,26,32.07,38.2,6.12,327.2,Loamy Soil,Kharif,Ahmedabad,Low,Bajra
81,55,41,28.24,69.54,5.98,1007.49,Loamy Soil,Kharif,Vadodara,High,Maize
41,51,30,28.54,72.32,6.71,617.27,Loamy Soil,Kharif,Bhavnagar,Medium,Groundnut
50,32,27,31.57,37.44,7.34,302.42,Loamy Soil,Kharif,Kutch,Low,Bajra
41,43,38,26.02,70.62,7.26,656.56,Sandy Soil,Kharif,Jamnagar,Medium,Groundnut
85,48,43,20.89,43.57,5.68,186.96,Loamy Soil,Rabi,Ahmedabad,Medium,Wheat
92,37,45,20.31,49.96,5.8,243.87,Loamy Soil,Rabi,Ahmedabad,Medium,Wheat
83,40,52,17.36,42.33,5.92,148.65,Black Soil,Rabi,Mehsana,Medium,Wheat
56,36,29,33.29,40.49,6.58,317.11,Loamy Soil,Kharif,Jamnagar,Low,Bajra
35,29,25,30.6,57.9,6.54,478.33,Sandy Soil,Kharif,Kutch,Low,Castor
54,40,24,27.46,53.81,7.14,409.37,Loamy Soil,Kharif,Banaskantha,Low,Castor
68,39,38,17.44,51.0,5.88,173.09,Alluvial Soil,Rabi,Kutch,Low,Mustard
35,33,25,21.48,40.76,6.08,150.89,Sandy Soil,Rabi,Rajkot,Low,Cumin
50,41,28,17.46,54.08,6.13,202.12,Alluvial Soil,Rabi,Kutch,Low,Mustard
